CreatorID,Name,ImageURL,Bio,Date of Birth,Birthplace
541,Guy Major,,None entered.,"October 15, 1973","Pontiac, Illinois"
217,K.C. Carlson,,None entered.,,
447,Heroic Age,,None entered.,,
107,John Cassaday,107_20060412041810_creator.jpg,None entered.,1971,"Fort Worth, Texas"
115,Jerry Ordway,115_20060504171328_creator.jpg,None entered.,28 November 1957,"Milwaukee, WI, USA"
858,Howard Porter,858_20060105111033_creator.jpg,"Howard Porter is a comic book artist from southern Connecticut. He graduated from Paier College of Art in Connecticut where he majored in illustration. One of his teachers there was Frank McLaughlin. McLaughlin also worked as a comic book inker and he began to give Porter work assisting him in his inking jobs which led Porter to assist other inkers and eventually find work for himself in the industry. |_| |_| Porter eventually became a penciller, and his first major run on a title came with DC Comics' The Ray Vol. 2 (1994-1995), where he worked with writer Christopher Priest. Shortly afterward, Porter worked on DC's summer 1995 crossover event Underworld Unleashed, with writer Mark Waid, followed by the Justice League of America relaunch, JLA (1997-2000), with writer Grant Morrison and inker John Dell. |_| |_| Porter temporarily left comics to work in banking, doing graphic design work for Credit Suisse First Boston. He left that job in 2003 to open an artists' studio with comics artist Ron Garney. Porter returned to comics that year with a six-issue run of Marvel Comics' Fantastic Four, reuniting with writer Waid. |_| |_| In July 2004, Porter signed a two-year exclusive contract with DC, and began as regular penciller of The Flash, with writer Geoff Johns and inker John Livesay. In 2006, DC announced Porter would pencil the limited series The Trials of Shazam!, collaborating with writer Judd Winick.",,
80,Allan Heinberg,80_20060710190026_creator.jpg,None entered.,"June 29, 1967",
148,Tom Ziuko,,None entered.,,
195,Ryan Sook,,None entered.,,"San Jose, California, United States"
581,Sno-Cone Studios,,None entered.,,
1001,Dan DiDio,1001_20070228064908_creator.jpg,None entered.,,
1028,John G. Roshell - 'JG',1028_20080606132636_creator.jpg,None entered.,April 1970,Northern California
220,Steven Cummings,,None entered.,,
949,Josue Rivera - 'Justiniano',949_20061110160528_creator.jpg,None entered.,1 November 1972,"New York, New York"
87,Andy Schmidt,87_20060929091709_creator.jpg,None entered.,,
105,Dave Stewart,105_20080221112212_creator.jpg,None entered.,,
121,José Luis García-López,121_20071004213213_creator.jpg,"Jose Luis Garcia Lopez was born in Spain in 1948 but moved to live in Argentina. In the Sixties he worked to Charlton Comics and in 1974 he moved to New York where he met DC editor Joe Orlando beginning to draw in Superman, Batman, Hawkman, Tarzan and Jonah Hex in the inside adventures and in many covers. His inspiration came from the American classics as Alex Raymond's Flash Gordon, Harold Foster's Tarzan and Prince Valiant, Milton Cannif's Terry and the Pirates and Seteve Canyon and he was also inspired by the art of Jose Luis Salinas and Alberto Breccia. |_| |_| Jose Luis Garcia Lopez is one of the best Superman artists and although he's drawn only a comparatively few issues of Superman, his personal style is powerful enough to mention him as one of the best Superman artists who has ever been. He drew inside adventures as well as many covers in all Superman collections between 1975 to 1982. He began inking Curt Swan's pencils in the adventure titled 'The Great Super-Hero Contest' in ACTION COMICS NO.451 in 1975 but his debut with the pencils was in 1976.","March 26, 1948",Spain
134,Ethan Van Sciver,,None entered.,,
190,Justin Gray,190_20131029111631_creator.jpg,None entered.,,
496,Albert W. Deschesne - 'Comicraft/AD',,None entered.,"November 28th, 1962","New York, NY"
112,Bob Kane,112_20151001005218_creator.jpg,"Bob Kane was born Robert Kahn but legally changed his name to the familiar 'Kane' at age 18. An eager young artist, Kane came to the burgeoning comics world in 1936 with his own book that led to various assignments in the following years. Following the success of Superman in Action Comics, editors at National Publications (now DC Comics) requested more superheroes comics. In response, Kane created a character called 'Birdman'. His collaborator Bill Finger offered such suggestions as renaming the character 'Batman', giving the character a cowl instead of a simple domino mask, giving him a cape instead of wings, giving him gloves, and removing bright red sections of the original costume. Finger wrote the first Batman story, while Kane provided art. Because Kane had already submitted the proposal for a Batman character to his editors at DC Comics, Kane was the only person given official credit at the time for the creation of Batman. |_| |_| The character was a breakout hit, but National sought to improve sales even further. Editors suggested that the character receive a youthful sidekick who the readers could use as an audience surrogate. Kane initially suggested an impish character like Puck, while Finger suggested a more down-to-earth character, Robin. |_| |_| Kane, the more business-savvy of the Kane-Finger creative team, negotiated a contract with National, signing away any ownership that he might have in the character in exchange for, among other compensations, a mandatory byline on all Batman comics stating 'Batman created by Bob Kane', regardless of whether he was involved in the specific issue. Bill Finger's contract, by comparison, left him with a monetary pittance and no credit even on the stories that he wrote without Kane. |_| |_| Kane's major contributions to Batman were in the 1940s, with several 'ghost pencilers' assisting him (like Jerry Robinson, who co-created the 'Joker' while working under Kane's name). As his comic work tapered off later in his career, Kane parlayed his official status as sole creator of Batman into a low level of celebrity. He enjoyed a post-comic book career as a painter, showing his work in art galleries. Even some of these paintings were produced by other, uncredited artists, now ghost-painting under Kane's name. Kane died in 1998 and was interred in Forest Lawn - Hollywood Hills Cemetery in Los Angeles. |_| |_| This entry derived in whole or in part from wikipedia.org",24 October 1915,
1950,Mitch Byrd,,None entered.,,
225,Andy Seto,,None entered.,,
118,George Pérez,118_20060309082726_creator.jpg,"George first started in comics in 1973 as an assistant to Rich Buckler, working on a back-up story in Astonishing Tales #25. His first solo assignments came a year later when he penciled the story Sons of the Tiger from the black and white magazine Deadly Hands of Kung-Fu, and Man-Wolf from Creatures on the Loose. Within a year of these stories, he was offered regular assignments on Fantastic Four, The Inhumans, and The Avengers. George has worked steadily since that time. It was his work on these large-scale team books that garnered him the reputation as the artist that liked to draw group books. During his historic career, George has worked for every major publisher, as well as some minor ones. He is best known for his work on The New Teen Titans, a series that helped turn DC Comics around in the early 80s and was also the first mainstream title to offer a royalties program to its creators. He is also well known for his runs on Wonder Woman, Marvel Comics' Avengers series, and for the maxi-series to end all maxi series, Crisis on Infinite Earths.","June 9, 1954","South Bronx, New York"
11,Tony Harris,11_20070323083419_creator.jpg,"Nineteen-time nominee and two-time winner of the Will Eisner Comics Industry Award, Tony Harris began his professional career as an illustrator at the age of 19, self-publishing B.L.A.D.E. through his own label Buccaneer Publications. Tony moved on to co-create books such as Starman, Ex Machina, and Obergeist with James Robinson, Brian K. Vaughan, and Dan Jolley, as well as illustrating fan favorite minis such as Doctor Strange: The Flight Of Bones, JSA: The Liberty File, and its Eisner Award–nominated sequel, JSA: The Unholy Three (all with Dan Jolley). 2015 sees Tony celebrating his 25th year as a working illustrator, as well as the 20th and 10th anniversaries of Starman and Ex Machina, respectively. He is currently a prolific cover illustrator and is developing his long-awaited creator-owned book, Roundeye: For Love, with Starman co-creator James Robinson, which reunites the pair after twenty-plus years!",1968,
270,Chris Marrinan,,None entered.,,
141,Lynn Varley,,None entered.,,
171,Mike Mignola,171_20130827132021_creator.jpg,"Mike Mignola began his career in 1980 by illustrating spots in the Comic Reader. His first published piece was in the Comic Reader #183, a spot illustration of Red Sonja (pg. 9). His first published front cover was the Comic Reader #196; Dominic Fortune, the Spirit, and Doc Savage in November of 1981. |_| |_| Mike Mignola began inking in August of 1983 for Marvel Comics. He inked issues of comic books such as Daredevil (#197 'Introducing' him), Power Man & Iron Fist. |_| |_| Mignola is particularly noted for his highly distinctive style, which was once called 'German expressionism meets Jack Kirby' by Alan Moore, in an introduction to a collection of Mignola's Hellboy works. |_| |_| While Mignola has heavily influenced a new generation of comics artists since he began working on Hellboy, he was something of an odd man out in the superhero comics industry in the beginning of his career. Mignola's imagery stood in stark contrast to the style of his contemporaries. Where others would draw muscular men and slim, well-endowed women, Mignola's characters were usually bulky and rough-looking, and more often than not defined by large shadowed areas rather than fine details. Mignola often takes the same approach to architecture, particularly in Hellboy, where he often sets the scenes in slowly dilapidating Victorian and Gothic surroundings. He also commonly draws machines that feature steampunk imagery. |_| |_| |_| Hellboy was made into a feature film in 2004 by director Guillermo del Toro. Mignola was closely involved with the movie's production and a sequel is currently in development. Recently, Hellboy has been made into two direct-to-video animated films, Sword of Storms and Blood and Iron in 2007. |_| |_| Prior to that, Mignola worked as an illustrator for Francis Ford Coppola's 1992 movie Bram Stoker's Dracula. He was also the production designer for the Disney feature film, Atlantis: The Lost Empire in 2001, and was a concept artist for 2002's Blade II, also directed by del Toro. |_| |_| Mignola's The Amazing Screw-On Head debuted in 2006 on the Sci-Fi Channel, starring the voices of Paul Giamatti and David Hyde Pierce.","September 16, 1960","Berkeley, CA, USA"
4,Carlos Pacheco,4_20060911213920_creator.jpg,"In his early career, Carlos Pacheco did some work for Planeta Comics, an imprint of pan-European publisher Planeta De Agostini, mainly covers and pin-ups for Spanish translated editions of Marvel Comics, published at the time by Planeta. He later teamed up with writer Rafael Marin to create the Spanish superheroes Iberia Inc and Tríada Vértice for the same publisher. |_| |_| Pacheco first got attention in the United States for his work as penciller on Dark Guard, a 4-issue Marvel UK title where he worked with writer Dan Abnett and inker Oscar Jimenez. This led to him being offered work by American comic editors leading to Marvel Comics' 1994 Bishop four issue limited series where he worked with writer John Ostrander and inker Cam Smith. Later that year Pacheco did his first work for DC Comics on The Flash #93, 94 and 99, with writer Mark Waid and inker Jose Marzan Jr. |_| |_| After that Pacheco's next stateside work came in 1995's X-Universe two part limited series (a part of the Age of Apocalypse event), published by Marvel. Pacheco was joined by writer Terry Kavanagh and was again inked by Cam Smith. At the end of 1995 and the beginning of 1996 Pacheco and Smith collaborated with writer Warren Ellis on a Starjammers limited series. This series was successful enough that the creative team was reunited on Marvel's Excalibur ongoing series for a brief run in 1996. Shortly after this Pacheco became penciller on Marvel's Fantastic Four for two issues (#415-416), where he worked with writer Tom DeFalco as the title wrapped up in preparation for Heroes Reborn. |_| |_| By that point Pacheco's art had become a fan favorite, with his work regularly getting coverage in magazines such as Wizard. In early 1997 Marvel acknowledged this by assigning Pacheco to one of its flagship titles, X-Men, with #62 (March, 1997). On that title he worked with writers Scott Lobdell and Joe Kelly and inker Art Thibert. He left the title at #75 in May 1998. |_| |_| After X-Men, Pacheco began work on Avengers Forever a 12-issue limited series, where Pacheco worked with writer Kurt Busiek and (for the first time in the U.S.) inker Jesus Merino, who from that point on became Pacheco's regular inker. This series, which drew together many strands from various Avengers storylines to tell an epic adventure, was a critical, fan and commercial success. |_| |_| Pacheco's next regular assignment was in 2000, a return to the Fantastic Four, with Vol. 3 #35. This time he took on the co-writing chores (initially with Rafael Marin, later joined by Jeph Loeb) as well as pencilling duties. However Pacheco's pencilling contributions were shorter than expected, with his last art contribution coming in #50, and him leaving the book entirely by #54. While he was doing Fantastic Four Pacheco also wrote, again with co-writer Rafael Marin, a 4-issue Inhumans limited series, with pencils by Jose Ladronn and Jorge Lucas. |_| |_| His next substantial work after Fantastic Four was for DC Comics: JLA/JSA: Virtue and Vice, with writers David S. Goyer and Geoff Johns. This 100-page graphic novel united the Justice League and Justice Society against common foes in the style of what once had been an annual tradition. |_| |_| In 2003 Pacheco reunited with his Avengers Forever collaborator Kurt Busiek for the creator-owned fantasy war series Arrowsmith published by WildStorm. This series envisioned a world where magic is real and the First World War was fought with dragons, spells, vampires etc. used as weapons by both sides. The series ran for six issues and there are plans for future series set in that world which would again by written by Busiek and drawn by Pacheco. |_| |_| In 2004 Pacheco returned to super-heroes and DC Comics to pencil a five issue stint on the Superman/Batman title ('Absolute Power', in #14-18), where he was again joined by writer Jeph Loeb. The two told a tale in which, due to the time-traveling machinations of the Legion of Super-Villains, Batman and Superman took over the world and a group of Freedom Fighters has to rise up against them. Later that year at DC, Pacheco went on to share alternate monthly pencilling duties with Ethan Van Sciver on the new Green Lantern series written by Geoff Johns. |_| |_| As of July 2006, he is once again working with Kurt Busiek on DC comics' Superman title. Busiek told readers of the Comic Bloc internet forum that Pacheco cannot draw 12 issues a year, and there will be fill-in artists.","November 14, 1961","San Roque, Cadiz"
63,Alan Moore - 'Curt Vile / Jill Deray / The Original Writer',63_20051220183256_creator.jpg,'To paint comic books as childish and illiterate is lazy.  A lot of comic books are very literate—unlike most films.' — Alan Moore.,"November 18, 1953","Northampton, England, United Kingdom"
51,Michael 'Mike' Marts,51_20060909204240_creator.jpg,None entered.,,
86,Molly Lazer,86_20080515091600_creator.jpg,None entered.,,
52,Joe Quesada,52_20051220183720_creator.jpg,"Quesada started out as an artist in the early 1990s. His first widely distributed works were for Valiant Comics where he penciled Ninjak and others. Later, he formed his own publishing company, Event Comics, and created Ash, a firefighter with superpowers. |_| |_| Eventually, Event Comics was contracted to do several books for Marvel Comics, dubbed Marvel Knights. Due to the success of this line, Joe Quesada ended up taking a more managerial role at Marvel, and became editor-in-chief of Marvel Comics in 2000. He also sits on the executive board of comic book charity A Commitment To Our Roots. |_| |_| Since becoming editor-in-chief, his artwork or scripts have often been extremely late, especially in the cases of Daredevil: Father and NYX; Quesada cited his other responsibilities as editor-in-chief as the reason for his work being so late, but he has still been heavily criticized for lateness. |_| |_| Joe Quesada is most well known as the editor-in-chief of Marvel Comics. He attained this position in 2000, replacing Bob Harras and becoming the first Hispanic editor-in-chief of Marvel Comics. As editor-in-chief of one of the two largest publishers in the comic book business, his decisions are very influential. He has been the subject of much praise, as well as much criticism. |_| |_| Quesada became editor-in-chief at the same time as Bill Jemas became president, but when Bill Jemas was fired, Quesada stayed on. |_| |_| Joe Quesada is credited with supervising Marvel Comics during a revival and a period of growth in which Marvel Comics recovered from the bankruptcy of the late 1990s. He restored Marvel Comics as the comic book industry leader in market share. He aggressively cut titles which did not sell. Throughout the 1990s, Marvel Comics was known for relying on its large stable of trademarked characters instead of hiring talented creators; Quesada shifted emphasis more toward hiring capable creators. |_| |_| Quesada oversaw the growth of Marvel as a major brand name in the entertainment industry outside of comics with such hit films as X-Men (2000) and Spider-Man (2002). Quesada has tried to turn Marvel Comics from being a solely comic book business to a general entertainment services business. |_| |_| Joe Quesada is known for disliking comic book deaths and imposing a moratorium on the resurrection of dead characters at the beginning of his tenure as editor-in-chief. His moratorium prevented writer Chris Claremont from being immediately able to resurrect Psylocke after her death in 2001. However, over time, this moratorium has been relaxed and more characters have been resurrected — Psylocke herself was resurrected in 2005. He has made recent comments[1] disavowing the rumors of a formal restriction on deaths (the 'Dead Means Dead' policy), when questioned about the recent returns of long-dead characters Colossus and Psylocke, saying instead that the rule for resurrecting dead characters was to examine the circumstances of that character's death and that such events must be story-necessitated, not simply used for higher sales numbers (i.e., as Psylocke's death was not, in his words, 'a classic death,' her resurrection was allowed to explore her further. Joss Whedon's return of Colossus, on the other hand, who had a very significant death - to stop the Legacy Virus - was deemed by Quesada to really 'nail it,' and thus be allowed under the latter reasoning). |_| |_| Joe Quesada also banned the use of editorial footnotes in comic books early in his tenure, though like the case with comic book deaths, this ban has since been somewhat relaxed. |_| |_| Joe Quesada disliked renumbered titles and restored the old numbering (implemented under Bob Harras's tenure) of Amazing Spider-Man, Avengers, and Fantastic Four. However, his tenure has also seen such relaunches as New Avengers.","December 1, 1962","New York, New York"
188,Bob Schreck,188_20061127102022_creator.jpg,Legendary Comics - Editor-in-Chief,,
983,Matt Haley,,"First gaining notice with his work on Dark Horse's popular GHOST comic, Haley has become known for his depictions of powerful women and dynamic storytelling.",,
203,Lee Bermejo,203_20150107125027_creator.jpg,None entered.,,
240,Scott Beatty,,None entered.,,
223,Jared K. Fletcher,,None entered.,,
969,Jose Omar Ladrönn - 'Ladrönn / J.O. Ladrönn',969_20060911221312_creator.jpg,"J.O. Ladrönn has done some projects for DC and Marvel in cooperation with Randy and Jean-Marc Lofficier in the mid 1990s. His first comicbook work was published in Marvel's 1997 comicbook Shadows & Light #1. That same year he also penciled 'Spider-Boy Team-Up' #1 for Amalgam Comics (a joint venture between Marvel and DC) and Moebius Comics #5 for Caliber Press. Ladrönn illustrated the first three issues of the 'Inhumans' miniseries in cooperation with Carlos Pachero at Marvel in 2000. He drew the comic 'Hip Flask', collaborating with Richard Starkings and Joe Casey. He has also drawn 'Fantasic Four', as well as several covers for DC, Dark Horse and Black Coat Press. In 2004, he did a story for Metal Hurlant with a script by Alejandro Jodorowsky ('Tears of Gold').",,Mexico
208,Karl C. Story,,"Karl Story inks, and inks, and inks, making him one of the most sought-after freelancers in comics. He’s carved a vast body of work on NIGHTWING, BATMAN, STAR TREK, ALIENS VS. PREDATOR, X-MEN, WILDSTORM SUMMER SPECIAL... the list goes and on and on. Over the last few years, he’s put his ink-stained hands on TERRA OBSCURA (with revered writer Alan Moore and penciler Yanick Paquette), TOM STRONG (with Moore and artist Chris Sprouse), and OCEAN (with writer Warren Ellis and Sprouse), all from DC/Wildstorm. And check out his latest stuff on THE AMERICAN WAY and EX MACHINA. Put ’em on the glass, Karl!",,
1651,Aubrey Sitterson,1651_20060929091924_creator.jpg,None entered.,,
1647,Mary Jo Duffy - 'Jo Duffy',1647_20131023024332_signature.jpg,None entered.,"February 9th, 1954",
102,Geoff Johns,102_20140421003057_creator.jpg,"Geoff Johns (born January 25, 1973 in Detroit, Michigan) is an American writer of comic books. He graduated from Clarkston High School in 1991 and from Michigan State University in 1995. |_| |_| Johns has written issues of The Avengers, JSA, The Flash, Teen Titans, Hawkman, Wonder Woman, and Green Lantern: Rebirth. |_| |_| Johns is also the writer of the current DC Comics event Infinite Crisis. This event, the sequel to 1985's Crisis on Infinite Earths, will significantly alter the status-quo of the DCU. Johns started out as a somewhat cult writer on Flash, before reaching stardom through Rebirth and his Titans relaunch. In 2000, he replaced James Robinson as David Goyer's co-writer on JSA. In 2003, with issue #51, Goyer left the title, and Johns has written it solo ever since. While in DC, he is known for creating Stargirl and a new version of the character Zoom for the current Flash. |_| |_| As of 2005, Johns shares a writing studio with Jeph Loeb and Allan Heinberg. Heinberg and Johns recently finished a JLA arc that bridged the aftermath of the miniseries Identity Crisis to the beginnings of Infinite Crisis. He also completed his five year run on Flash with issue #225. Johns is currently co-writing the Blade television series with David Goyer for Spike TV. |_| |_| In the summer of 2005, Johns and other prominent DC Universe writers Grant Morrison, Mark Waid, Greg Rucka, and Keith Giffen played a heavy editorial role in guiding the DC Universe after the events of Infinite Crisis. Among other projects, the writers will be contributing to a weekly series called 52 that is to last for one year and cover the events that take place between the last issue of the Infinite Crisis mini-series and the issues of all DC Universe titles the following month that will now be set one year later. |_| |_| In December 2005, Wizard magazine named Johns its 'Man of the Year' for his creative writing and editing work on DCU's Infinite Crisis. |_| |_| Johns based his Stargirl character Courtney Whitmore on his sister Courtney, who died in a plane crash in July 1996.","January 25, 1973","Detroit, Michigan"
21,Archie Goodwin,21_20100628183313_creator.jpg,None entered.,09/08/1937,"Kansas City, MO"
645,Marc Steven Sumerak,645_20060710190550_creator.jpg,None entered.,,
591,Karen Berger,591_20081205000046_creator.jpg,"Berger majored in English literature and art history at Brooklyn College, and upon her graduation in 1979, she entered the comics profession as an assistant to editor Paul Levitz at DC. She later became Levitz's editor when he was writing Legion of Super-Heroes. More interested in horror comics, she soon became editor of House of Mystery, and was instrumental in nurturing Alan Moore's Swamp Thing book, taking over the editing from co-creator Len Wein. She later helped bring Neil Gaiman's work to a mass audience by having him write The Sandman. |_| |_| The success of these titles, and her willingness to help the writers who worked with her push the envelope of what could be done in mass-circulation comic books, led to the creation of the mature-reader Vertigo line in 1993. |_| |_| In 2007 Berger was named supervising editor (along with Senior Editor Shelly Bond) of Minx, a new comic book imprint published by DC. Minx published comics and graphic novels aimed at teenage girls until they were cancelled in 2008. |_| |_| Berger won the Inkpot Award in 1990, three Eisner Awards (1993, 1994 and 1995), and the Comics Buyer's Guide Award for Favorite Editor every year from 1997 through 2005.","February 26, 1958",
774,Mike McAvennie,,None entered.,,
119,Julius Schwartz,119_20060829014106_creator.jpg,"In 1932, Schwartz co-published (with Mort Weisinger and Forrest J. Ackerman) Time Traveller, one of the first science fiction fanzines. Schwartz and Weisinger also founded the Solar Sales Service literary agency (1934-1944) where Schwartz represented such writers as Alfred Bester, Stanley G. Weinbaum, Robert Bloch, Ray Bradbury, and H. P. Lovecraft, including some of Bradbury's first published work and Lovecraft's last. In addition, Schwartz helped organize the first World Science Fiction Convention in 1939. |_| |_| In 1944 he became an editor at All-American Comics (which later merged into DC Comics). He recruited Bester to contribute to the company's line of comic books. In the 1950s he oversaw the revival of superheroes such as the Flash, Green Lantern, Hawkman and the Atom, which led to the Silver Age of comic books. This revival has been cited as an inspiration for the transformation of Marvel Comics in the 1960s. The Schwartz-edited line of titles was regarded by many as being more creative and dynamic than other DC titles of the time, notably the Superman line edited by Mort Weisinger. |_| |_| In the 1960s, Schwartz began editing the Batman titles, helping craft the 'new look' Batman which indirectly led to the Batman television series. He also helped writer Dennis O'Neil and artist Neal Adams come to prominence at DC Comics. |_| |_| From 1971 to 1985 Schwartz was the editor of the Superman titles, helping to modernize the settings of the books and move them away from 'gimmick' stories to stories with more of a character-driven nature. This included an attempt to scale back Superman's powers while removing kryptonite as an overused plot device. This proved short-lived, with Schwartz bowing to pressure to restore both elements in the titles. |_| |_| As an editor, Schwartz was heavily involved in the writing of the stories published in his magazines. He worked out the plot with the writer in story conferences. The writer would then break down the plot into a panel-by-panel continuity, and write the dialogue and captions. Schwartz would in turn polish the script, sometimes rewriting extensively. |_| |_| Schwartz featured as a character in the Ambush Bug titles by Keith Giffen, which he also edited. |_| |_| Schwartz retired from DC in 1986 after 42 years at the company, but continued to be active in comics and science fiction fandom until shortly before his death. As a coda to his career as a comic book editor, Schwartz edited seven DC science fiction graphic novels, adapted from classic science fiction works by Harlan Ellison, Robert Silverberg, Bradbury, and others. In 2000 he published his autobiography, Man of Two Worlds: My Life in Science Fiction and Comics, co-authored with Brian Thomsen. |_| |_| His wife, Jean (who had been his secretary before they married), died in 1986 from emphysema, after 34 years of marriage. Schwartz's relationship with Jean had been particularly close, and he never remarried or dated following her death. Not many years later, Schwartz's stepdaughter Jeanne — Jean's daughter from a previous marriage — died from the same illness under similar circumstances. |_| |_| He remained a 'Goodwill Ambassador' for DC Comics and an Editor Emeritus up until his death. He was a popular guest at comic book conventions, often attending between ten and twelve conventions a year. Schwartz was so popular that he could often not get through a meal in convention hotel restaurants without being asked to sign autographs and answer comic book history questions from fans. |_| |_| In 1998, Dragon*Con chairman Ed Kramer established the Julie Award, bestowed for universal achievement spanning multiple genres and selected each year by a panel of industry professionals. The inaugural recipient was science fiction and fantasy Grand Master Ray Bradbury. Additional awards, presented by Schwartz each year, included Forrest J. Ackerman, Yoshitaka Amano, Alice Cooper, Will Eisner, Harlan Ellison, Neil Gaiman, Carmine Infantino, Anne McCaffrey, Peter David and Jim Steranko. |_| |_| Schwartz received a great deal of recognition over the course of his career, including the 1962 Alley Award for Best Editor, and the Shazam Award for Superior Achievement by an Individual in 1972 for bringing the Marvel Family back into print. |_| |_| Schwartz died on February 8, 2004, at the age of 88, after being hospitalized for pneumonia. He was survived by his son-in-law, grandchildren and great-grandchildren, whom he encouraged to refer to him not as 'Great-Grandpa' but as 'Super-Grandpa.' |_| |_| After Julius Schwartz passed away, DC Comics celebrated his contributions to comics by publishing eight stand-alone special issues of DC Comics Presents inspired by eight classic Silver Age covers. Each issue featured two stories based on a classic DC Comics cover of the past, reflecting Schwartz's frequent practice of commissioning a cover concept, then telling the writers to create a story around that cover. Schwartz or a doppelganger thereof appeared in all eight issues, serving various roles in the stories.",06/19/1915,"The Bronx, NY"
28,Patricia 'Trish' Mulvihill,,"Patricia Mulvihill has been the colorist for DC books such as 100 Bullets, Nightwing, Generations and The Nail. She has also colored Wonder Woman for much of the last eight years. Currently living in New York City, she sleeps too little, and drinks too much tea. Ironically, this colorist wears mostly black and white.",,
715,John Livesay,,None entered.,,
201,Deborah Purcell,,None entered.,"December 14th, 1952",
235,Wanda Kolomyjec,,None entered.,,
191,Joe Bennett - 'Benedito Jose Nascimento',,None entered.,"Feb. 3rd, 1968","Belém, Pará, Brazil"
81,Jim Cheung,81_20061205051038_creator.jpg,None entered.,,
36,Chris Eliopoulos - '(principally a letterer)',36_20070301145723_creator.jpg,"He is known as a prolific letterer, in particular for hand-lettering the first 100 issues of the ongoing Savage Dragon series even after much of the comic book industry (including Eliopoulos himself, on other titles) had come to rely on computer-generated fonts for dialogue; this was done at Savage Dragon creator Erik Larsen's request, Larsen preferring the individual look of hand-lettered dialogue. |_| |_| Eliopoulous is also known for his comic strip Desperate Times, featuring the misadventures of bachelor losers Marty and Toad, which ran as a back-up feature in Savage Dragon, and later Desperate Times comics from Savage Dragon publisher Image Comics and AAArgh! Comics. |_| |_| Eliopoulos also contributed lettering work to Valiant Comics, DC Comics, and other publishers. For Dark Horse Comics, Eliopoulos wrote and/or drew some Star Wars stories. |_| |_| Following the tragedy of 9/11, Eliopoulos contributed a moving story to a Marvel Comics benefit book about how his family was affected by the event, which shares the date of his wedding anniversary. |_| |_| On the side, he has managed to contributed hundreds of cartoon strips to the book series 'The Complete Idiot's Guide...' on almost every imaginable topic. He's also created dozens of custom cartoons for prestigious clients including Sports Illustrated.","September 30, 1967","Astoria, Queens, New York"
357,Carl Gafford - 'Gaff',,None entered.,,
971,Hi-Fi Colour Design,971_20060329000414_signature.jpg,"Hi-Fi color design is a digital color studio founded in 1998 by colorist Brian Miller.  Hi-Fi provides digital color for comic books, toys, video games, and animation.",,
237,Mike Deodato Jr. - 'Deodato Taumaturgo Borges Filho',237_20090131083809_creator.jpg,"An industry veteran for well over 25 years, Mike Deodato Jr.'s work has graced, among many others, ELEKTRA, AVENGERS, THOR, PUNISHER: WAR JOURNAL, NEW AVENGERS, HULK, AMAZING SPIDER-MAN, SQUADRON SUPREME and currently, THUNDERBOLTS.  Mike has been a solid voice in mainstream American comics for a quarter century. |_| |_| He has worked for nearly every comic company and on almost every major comic character in some way or another and changed his style of art a number of times. His current work blends his '80s style touches of his '90s vibe for an effective, gritty look","May 23rd, 1963","Campina Grande, PB - Brazil"
1849,Mike Raicht,,None entered.,,
271,Gary Bishop,,None entered.,,
26,James H. Williams III - 'J.H. Williams III / Jim',26_20150606185323_creator.jpg,None entered.,,
346,Monica Kubina - 'Colorgraphix',,None entered.,,"Tehran, Iran"
24,Patrick 'Pat' Garrahy,,None entered.,,
106,MacKenzie Cadenhead,,None entered.,,
31,Todd Klein,31_20080712122934_creator.jpg,"Todd Klein was born on January 28, 1951. He is known most for his work on Neil Gaiman's Sandman where he developed very distinctive dialogue balloons and lettering for various characters. He has worked on a variety of Vertigo Comics titles. Klein has won twelve of the last thirteen 'Best Letterer/Lettering' Eisner Awards -- that's every Eisner lettering award except one since the first was given out in 1993. |_| |_| As Alan Donald notes in this discussion at Silver Bullet Comic Books, 'Klein's work on The Sandman was not simply distinctive but revolutionary and showed a trend that should have been followed. The letterer’s art would have been forced to the fore and one could have seen ou(r) beautiful synergistic art form become further enriched by this new trend.' |_| |_| To read about Kleins' technique one need look no further than The DC Comics Guide to COLORING and LETTERING Comics, put out by Watson-Guptill Publishing. In this guide, Klein gives a pretty thorough review of how he mentally approaches a page, and then how he goes about the actual lettering, either hand lettering (ink and pen) or by use of the computer (Adobe Illustrator).","January 28, 1951",
982,Drew Geraci,982_20070117124928_creator.jpg,"20-year veteran inker. Worked for all the major publishers. Avengers, Batman, Captain America, Final Crisis, Infinite Crisis, Iron Man, Superman, Wonder Woman,Young Avengers. Latest work will be Future's End by DC, beginning with #8.",,
520,Kevin Maguire,520_20060929112309_creator.jpg,None entered.,"September 9, 1960",
241,Keron Grant,,None entered.,,
274,Phil Hugh Felix,,None entered.,,
282,Art 'Artie' Simek,,None entered.,,
998,Mark Pajarillo,,None entered.,,
246,Rus Wooton,,None entered.,,
454,Chris Chuckry,,None entered.,,
170,Josef 'Joe' Rubinstein,170_20060929112406_creator.jpg,None entered.,,
49,Nicholas Albert 'Nick' Lowe,49_20061222123220_creator.jpg,None entered.,,
