ComicID,SeriesID,Series,Issue Number,Issue Title,PublisherID,Publisher,ImageURL,Cover Date,Cover Price,Format,Synopsis
108,83,Lex Luthor: Man of Steel (2005),5,Lex Luthor: Man of Steel Conclusion,1,DC Comics,1/1/108_20050911191209_large.jpg,September 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
109,66,Zero Hour: Crisis in Time (1994),4,Zero Hour,1,DC Comics,1/601/109_20131208210104_large.jpg,September 1994,US $ 1.50,Color;  Standard Comic Issue,None entered.
110,66,Zero Hour: Crisis in Time (1994),3,Zero Hour,1,DC Comics,1/601/110_20131208211211_large.jpg,September 1994,US $ 1.50,Color;  Standard Comic Issue,None entered.
111,66,Zero Hour: Crisis in Time (1994),2,Zero Hour,1,DC Comics,1/601/111_20131208212007_large.jpg,September 1994,US $ 1.50,Color;  Standard Comic Issue,None entered.
112,66,Zero Hour: Crisis in Time (1994),1,Zero Hour,1,DC Comics,1/601/112_20131208212838_large.jpg,September 1994,US $ 1.50,Color;  Standard Comic Issue,None entered.
118,84,Groo the Wanderer (1982),1,Friends and Enemies,16,Pacific Comics,1/1/118_20050912153227_large.jpg,December 1982,US $ 1.00,Color;  Standard Comic Issue; 32 pages,None entered.
119,84,Groo the Wanderer (1982),2,The Missive,16,Pacific Comics,1/1/119_20050912153331_large.jpg,February 1983,US $ 1.00,Color;  Standard Comic Issue; 32 pages,None entered.
120,66,Zero Hour: Crisis in Time (1994),0,Zero Hour,1,DC Comics,1/710/120_20150616214645_large.jpg,September 1994,US $ 1.50,Color;  Standard Comic Issue,None entered.
121,85,Deadshot (2005),1,"Urban Renewal, Part 1: Strings",1,DC Comics,1/1/121_20050911195705_large.jpg,February 2005,US $ 2.95,Color;  Standard Comic Issue,None entered.
122,85,Deadshot (2005),2,"Urban Renewal, Part 2: Neighborhood Watch",1,DC Comics,1/1/122_20050911201111_large.jpg,March 2005,US $ 2.95,Color;  Standard Comic Issue,None entered.
123,85,Deadshot (2005),3,"Urban Renewal, Part 3: Marksmen",1,DC Comics,1/1/123_20050911201848_large.jpg,April 2005,US $ 2.95,Color;  Standard Comic Issue,None entered.
124,85,Deadshot (2005),4,"Urban Renewal, Part 4: Bulletproof",1,DC Comics,1/1/124_20050911202456_large.jpg,May 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
125,85,Deadshot (2005),5,"Urban Renewal, Part 5: Lawton's Last Stand",1,DC Comics,1/1/125_20050911203643_large.jpg,June 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
126,86,Crouching Tiger Hidden Dragon (2002),1,,17,ComicsOne Corporation,1/102/126_20060801054055_large.jpg,December 1 2002,US $ 13.95,Color;  Trade Paperback; 120 pages,"This is the first in a comic book series adaptation of the Crane-Iron Pentalogy wuxia novels by Wang Du Lu, part four of which was used as the basis for Ang Lee's Oscar-winning movie. Now ComicsOne brings readers more of Du Lu's story, introducing a cast of new, well-developed characters and presenting events leading up to and beyond the brilliant tale told on screen. Seto's artistic style echoes traditional Chinese illustration while elegantly capturing the fluid movements of the martial artists. The colors are vivid and accentuate Seto's painstaking attention to detail, allowing both the art and the dialogue to move the story forward. Pacing is excellent; the action moves quickly and leaves the reader ready for more. Recommend this to fans of the film, who will enjoy the additional story material, and to teens fascinated by the 'wandering hero' archetype."
127,86,Crouching Tiger Hidden Dragon (2002),2,,17,ComicsOne Corporation,1/102/127_20060801054534_large.jpg,January 22 2003,US $ 13.95,Color;  Trade Paperback; 120 pages,None entered.
128,87,Fantastic Four: Foes (2005),1,Part One,4,Marvel,1/1/128_20050911211453_large.jpg,March 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
129,86,Crouching Tiger Hidden Dragon (2002),3,,17,ComicsOne Corporation,1/238/129_20080206204649_large.jpg,March 1 2003,US $ 13.95,Color;  Trade Paperback; 120 pages,"The search for Shu Lien's fiancé continues. But first Li must deal with the famous kung fu raider, Little Lubu - Phoenix Wei. Also, we get to meet a new enemy, again for the first time. This, plus more of the Green Destiny Sword!"
130,86,Crouching Tiger Hidden Dragon (2002),4,,17,ComicsOne Corporation,1/102/130_20060801055206_large.jpg,June 2003,US $ 13.95,Color;  Trade Paperback; 120 pages,"Has Li Mu Bai finally met defeat by the mighty Shaolin adept - Golden Spear Cheung? It certainly looks that way. But like Li has said in the past; 'Never underestimate the power of Tai Chi Sword style!' This particular sword stance is made even more fearsome with the use of the potent Green Destiny sword and ironically, a little help from Golden Spear's own robust chi! Also Jade Fox reveals a potentially crippling revelation regarding Wudan kung fu. It's Shaolin vs. Wudan!"
131,86,Crouching Tiger Hidden Dragon (2002),5,,18,HK Comics,1/238/131_20080206220909_large.jpg,December 2003,US $ 13.95,Color;  Trade Paperback; 120 pages,None entered.
132,86,Crouching Tiger Hidden Dragon (2002),6,,18,HK Comics,1/238/132_20080206205127_large.jpg,April 2004,US $ 13.95,Color;  Trade Paperback; 128 pages,None entered.
133,88,Ultimate Spider-Man (2000),1,Powerless,4,Marvel,1/1/133_20050911212835_large.jpg,October 2000,US $ 2.99,Color;  Standard Comic Issue,"Peter Parker, class wallflower, has few friends. He lives with his Aunt May and Uncle Ben, as his birth parents died in a plane crash, and only seems to get along with Mary Jane Watson and Harry Osborn. Flash Thompson and Kong Harlan perpetually bully him. On a school fieldtrip to Oscorp Labs, a facility owned and operated by Harry's father Norman, Peter is bit by a very unusual spider. It has affected his physiology in ways Peter is trying to understand. Unfortunately, Norman is well aware of the incident, and is also paying very close attention."
134,88,Ultimate Spider-Man (2000),2,Growing Pains,4,Marvel,1/179/134_20070414174108_large.jpg,December 2000,US $ 2.50,Color;  Standard Comic Issue,"Peter is still adjusting to his new abilities when Flash Thompson starts flirting with Mary Jane. Peter intervenes, and they end up in a fight after school. Not knowing his new strength, Peter tried to simply stop Flash's punch, and accidentally broke his hand. Hearing Flash and Harry talking about this, Norman asks Harry to bring Peter by the lab for a 'tour,' to make up for what happened. While in the lab, Dr. Otto Octavius takes a sample of Peter's blood, and they learn his condition has stabilized. Norman is ready for further human testing, with himself as the subject."
135,87,Fantastic Four: Foes (2005),2,Part Two,4,Marvel,1/1/135_20050911213429_large.jpg,April 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
136,88,Ultimate Spider-Man (2000),3,Wannabe,4,Marvel,1/1/136_20050911213452_large.jpg,January 2001,US $ 2.50,Color;  Standard Comic Issue,"Peter is beginning to realize the potential of his newfound abilities, and joins the school basketball team. He also begins an anonymous career in the UCW wrestling circuit, where he collects money he puts towards the lawsuit Flash's family has taken out against them. Meanwhile, Norman Osborn begins the human trials of OZ on himself."
137,88,Ultimate Spider-Man (2000),4,With Great Power,4,Marvel,1/1/137_20050911213830_large.jpg,February 2001,US $ 2.50,Color;  Standard Comic Issue,"Peter's grades are slipping, and it turns into an argument between him, May and Ben. He continues to do uncharacteristic things while trying to sort it all out. He's kicked out of the wrestling league for accusations of robbery, and ignores a thief on the way home. He spends a night crashed on Kong's couch, and ends up getting dragged out of a party by his Uncle Ben. He storms off again, ultimately deciding to go home and come clean with them, only to come home to numerous police cars."
138,88,Ultimate Spider-Man (2000),5,Life Lessons,4,Marvel,1/34/138_20051227111719_large.jpg,March 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter learns that Ben was shot and killed by an intruder. When a call comes over the police radio announcing that they've found the guy, he tracks him down himself, only to find it was the thief he didn't stop earlier. Realizing that action then could have saved Ben's life now, he decides that he's not going to stand aside again. If he can protect people from harm, he will."
139,89,Spawn (1992),1,"Questions, Part One",6,Image Comics,1/56/139_20060324165713_large.jpg,May 1992,US $ 1.95,Color;  Standard Comic Issue; 36 pages,"While a strange assailant stalks the city, ripping out human hearts, another otherwordly being arrives. As his mind reels, our tortured hero remembers that he struck a deal with the devil in order to return to his beloved wife - five years after his death."
140,88,Ultimate Spider-Man (2000),6,Big Time Super Hero!,4,Marvel,1/1/140_20050911214149_large.jpg,April 2001,US $ 2.25,Color;  Standard Comic Issue,"The tragedy of Ben's death has had a wide impact. Peter is pulling his life together, quitting the basketball team and completing his father's adhesive formula to create his webbing. J. Jonah Jameson has put out a call to publish anything they can about Spider-Man. The Green Goblin attacks the school, and Spider-Man goes into action to protect the innocent."
141,88,Ultimate Spider-Man (2000),7,Secret Identity,4,Marvel,1/1/141_20050911214259_large.jpg,May 2001,US $ 2.25,Color;  Standard Comic Issue,"Spider-Man's first outing against a super villain could have gone better, but could also have gone much, much worse. Peter managed to get the Green Goblin over to a much more secluded region, where police helicopters unfamiliar with the situation try to arrest both. The Green Goblin takes several bullets in the chest and ends up in the river, but Spider-Man avoids serious injury. In the aftermath, Harry Osborn reveals the Green Goblin's identity."
142,88,Ultimate Spider-Man (2000),8,Working Stiff,4,Marvel,1/34/142_20051227192842_large.jpg,June 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter overhears Kong talking about the Daily Bugle`s reward for pictures of Spider-Man, and decides that`s a good way to earn some money to help Aunt May pay the bills. He seels the Bugle one photo, and ends up getting hired on as a web designer for the paper. While noodling around in the archives, he discovers information on Wilson Fisk, and decides to become proactive in his crime fighting efforts."
143,88,Ultimate Spider-Man (2000),9,Meet the Enforcers,4,Marvel,1/34/143_20051227194251_large.jpg,July 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter corralls the Enforcers, asking for information on the Kingpin. An underling named Mr. Big gives him an approach that could work, so Peter tries it out. Unfortunately, he underestimated the security in the Kingpin`s office."
144,87,Fantastic Four: Foes (2005),3,Part Three,4,Marvel,1/1/144_20050911214602_large.jpg,May 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
145,88,Ultimate Spider-Man (2000),10,The Worst Thing,4,Marvel,1/34/145_20051227200308_large.jpg,August 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter is captured by the Kingpin, and attacked by Electro, the Kingpin's personal thug. He is beaten, electrocuted, unmasked, and thrown out of a skyscraper. To make matters worse, when the Kingpin brings in Frederick Foswell to call him to the carpet over Spider-Man's intrusion, he puts the Spider-Man mask on Foswell before crushing the man's head with his bare hands. Spider-Man becomes a prime suspect in the murder."
146,87,Fantastic Four: Foes (2005),4,Part Four,4,Marvel,1/1/146_20050911215514_large.jpg,June 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
147,88,Ultimate Spider-Man (2000),11,Discovery,4,Marvel,1/1/147_20050912213705_large.jpg,September 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter comes up with a much better plan this time around. He contacts the company that provided the Kingpin's security hardware and learns about the storage systems for video camera information. Armed with this information, he breaks back into the building and gets recordings covering his first breakin and the death of Mr. Big. Unfortunately, Electro and the Enforcers arrive before he can leave."
148,88,Ultimate Spider-Man (2000),12,Battle Royal,4,Marvel,1/1/148_20050912213733_large.jpg,October 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter fights with brains more than brawn, and the results show. He deals with the Enforcers, short circuits Electro, and taunts Kingpin exceedingly well before escaping with concrete evidence of the Kingpin's crimes, which make their way to the desk of one Ben Urich."
149,88,Ultimate Spider-Man (2000),13,Confessions,4,Marvel,1/49/149_20060304052243_large.jpg,November 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter decides to come clean and tell Mary Jane everything. She doesn't believe him at first, so he's forced to put on a more convincing demonstration, complete with wall crawling. Mary Jane is understandably exciting, and jumps on the bed a bit herself. As they're starting to get closer, Aunt May interrupts. From her perspective, a teenage boy in her care was locked in a bedroom with a teenage girl. The sounds of whispers and bed squeaks come from the room, and May gets a very different impression of what is actually transpiring."
150,88,Ultimate Spider-Man (2000),14,Doctor Octopus,4,Marvel,1/1/150_20050912213822_large.jpg,December 2001,US $ 2.25,Color;  Standard Comic Issue,"Peter's class is given a project: in one week, they will come in as a superhero, and describe why they do what they do. While discussing this project, they meet Gwen Stacy, who just came to the school for her first day. Meanwhile, Doctor Otto Octavius wakes up in government custody. He learns that his mechanical arms were found grafted to him, but rather than remove them, government scientists left them attached to see what would happen. He doesn't take the news well."
151,88,Ultimate Spider-Man (2000),15,Confrontations,4,Marvel,1/34/151_20051227225806_large.jpg,January 2002,US $ 2.25,Color;  Standard Comic Issue,"Kong thinks that Peter Parker is Spider-Man, after having put all of the various clues together. Pete takes a major hit in the halls to hide his identity, only to have Gwen Stacy get herself in trouble coming to his rescue. Meanwhile, Gwen's father and Ben Urich are both investigating the murder of a young woman who now lives in Doc Ock's old home."
152,88,Ultimate Spider-Man (2000),16,Kraven the Hunter,4,Marvel,1/1/152_20050912213908_large.jpg,February 2002,US $ 2.25,Color;  Standard Comic Issue,"Peter Parker, Ben Urich and agents of S.H.I.E.L.D. are so determined to find the missing Doctor Octopus (who is very upset with Justin Hammer) that they almost fail to notice that TV's Kraven the Hunter has announced his plans to hunt and kill Spider-Man."
153,88,Ultimate Spider-Man (2000),17,Taking Advantage,4,Marvel,1/34/153_20051228030528_large.jpg,March 2002,US $ 2.25,Color;  Standard Comic Issue; 32 pages,"Pete learns that Kraven the Hunter not only plans to kill him, but that the show will be filming in his school the next day. He doesn't have time to deal with that, though, since Doctor Octopus is attacking Justin Hammer's energy dome project."
154,88,Ultimate Spider-Man (2000),18,The Cycle,4,Marvel,1/34/154_20051228032922_large.jpg,April 2002,US $ 2.25,Color;  Standard Comic Issue,None entered.
155,88,Ultimate Spider-Man (2000),19,Piece of Work,4,Marvel,1/1/155_20050912214012_large.jpg,May 2002,US $ 2.25,Color;  Standard Comic Issue,None entered.
156,88,Ultimate Spider-Man (2000),20,Live,4,Marvel,1/34/156_20051228034705_large.jpg,June 2002,US $ 2.25,Color;  Standard Comic Issue,None entered.
157,88,Ultimate Spider-Man (2000),21,Hunted,4,Marvel,1/34/157_20051228035633_large.jpg,June 2002,US $ 2.25,Color;  Standard Comic Issue,None entered.
158,88,Ultimate Spider-Man (2000),22,Reflections of...,4,Marvel,1/34/158_20051228040355_large.jpg,July 2002,US $ 3.50,Color;  Standard Comic Issue; 32 pages,None entered.
159,87,Fantastic Four: Foes (2005),5,Part Five,4,Marvel,1/1/159_20050911220742_large.jpg,July 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
160,88,Ultimate Spider-Man (2000),23,Responsible,4,Marvel,1/34/160_20051228041800_large.jpg,August 2002,US $ 2.25,Color;  Standard Comic Issue,None entered.
161,88,Ultimate Spider-Man (2000),24,Ultimatum,4,Marvel,1/34/161_20051228042828_large.jpg,September 2002,US $ 2.25,Color;  Standard Comic Issue,None entered.
162,88,Ultimate Spider-Man (2000),25,Plasmids,4,Marvel,1/34/162_20051228043827_large.jpg,October 2002,US $ 2.25,Color;  Standard Comic Issue; 32 pages,None entered.
163,88,Ultimate Spider-Man (2000),26,Circles,4,Marvel,1/34/163_20051228060418_large.jpg,November 2002,US $ 2.25,Color;  Standard Comic Issue; 32 pages,None entered.
164,88,Ultimate Spider-Man (2000),27,Illegal,4,Marvel,1/34/164_20051228061021_large.jpg,November 2002,US $ 2.25,Color;  Standard Comic Issue; 32 pages,None entered.
165,88,Ultimate Spider-Man (2000),28,Sidetracked,4,Marvel,1/34/165_20051228061858_large.jpg,December 2002,US $ 2.25,Color;  Standard Comic Issue; 32 pages,None entered.
166,87,Fantastic Four: Foes (2005),6,Part Six,4,Marvel,1/1/166_20050911221325_large.jpg,August 2005,US $ 2.99,Color;  Standard Comic Issue,None entered.
167,88,Ultimate Spider-Man (2000),29,Stolen Identity,4,Marvel,1/34/167_20051228063055_large.jpg,December 2002,US $ 2.25,Color;  Standard Comic Issue; 32 pages,None entered.
168,88,Ultimate Spider-Man (2000),30,Emergency,4,Marvel,1/34/168_20051228064148_large.jpg,January 2003,US $ 2.25,Color;  Standard Comic Issue; 32 pages,None entered.
169,90,Dream Police (2005),1,Dream Police,4,Marvel,1/63/169_20060421145005_large.jpg,August 2005,US $ 3.99,Color;  Standard Comic Issue; 48 pages,"When dreams come to life, who is on the case? The Dream Police!"
170,86,Crouching Tiger Hidden Dragon (2002),7,,18,HK Comics,1/238/170_20080206204943_large.jpg,June 2004,US $ 13.95,Color;  Trade Paperback; 128 pages,"Lu Mu Bai discovers that Long Gao has developed astonishing kung fu skills based on the 'Book of Sacred Forms'.  Long Gao decides to fight Li Mu Bai alone in order to protect his beloved wife, Jade Fox, who is the real killer of Nan Jing!  A battle between the two kung fu masters of Wudan is about to begin!"
171,86,Crouching Tiger Hidden Dragon (2002),8,,18,HK Comics,1/124/171_20060920105121_large.jpg,August 2004,US $ 13.95,Color;  Trade Paperback; 128 pages,None entered.
172,86,Crouching Tiger Hidden Dragon (2002),9,,18,HK Comics,1/241/172_20080217140853_large.jpg,October 2004,US $ 13.95,Color;  Trade Paperback; 128 pages,"The city of Xin Jiang becomes an important military base due to its location when foreigners invade China.  Under the order of the emperor, Sir Te leads the royal army to Xin Jiang to defend the city, retaining Li Mu Bai and Yu Shu Lien to work for the government, where they become famous for their kung fu abilities."
173,86,Crouching Tiger Hidden Dragon (2002),10,,18,HK Comics,1/238/173_20080206053852_large.jpg,February 2005,US $ 13.95,Color;  Trade Paperback; 128 pages,"Jen Yu asks Jade Fox to inform Lo that he should devote himself to the government and fight the enemy.  However, Jade Fox wants to maintain control over Jen Yu and does not relay the message, sabotaging Jen Yu's original plan. Jade Fox, jealous of Li Mu Bai's reputation, comes up with a venomous plan; she divulges secret information to the enemy regarding the national security, and sets a trap to kill Li Mu Bai..."
174,86,Crouching Tiger Hidden Dragon (2002),11,,18,HK Comics,1/238/174_20080206205815_large.jpg,June 2005,US $ 13.95,Color;  Trade Paperback; 128 pages,"Being tempted and tortured by the evil spirits, Li Mu Bai is in great danger.  At the same time, he also falls into the trap set by Jade Fox and is jointly attacked by the Four Commanders.  In face of such a life-and-death situation, what will his fate be?  In this volume, you'll also see the unique kung fu of the Wudan school - Tai Chi Hand, the power of which can even cause a space warp.  What kinf of kung fu is it indeed?"
175,92,Son of Vulcan (2005),1,Line Of Fire,1,DC Comics,1/4/175_20050924113832_large.jpg,August 2005,US $ 2.99,Color;  Standard Comic Issue; 32 pages,None entered.
176,91,Hellboy: The Island (2005),1,"The Island, Part 1",5,Dark Horse Comics,1/416/176_20100822203815_large.jpg,June 2005,US $ 2.99,Color;  Standard Comic Issue; 32 pages,None entered.
177,92,Son of Vulcan (2005),2,Burned,1,DC Comics,1/4/177_20050924113931_large.jpg,September 2005,US $ 2.99,Color;  Standard Comic Issue; 32 pages,None entered.
178,91,Hellboy: The Island (2005),2,"The Island, Part 2",5,Dark Horse Comics,1/719/178_20150731162908_large.jpg,July 2005,US $ 2.99,Color;  Standard Comic Issue; 32 pages,None entered.
179,93,The Four Constables (2004),1,,17,ComicsOne Corporation,"nocover.gif"" width=""100""/></a",August 2004,US $ 13.95,Color;  Trade Paperback,None entered.
180,93,The Four Constables (2004),2,,17,ComicsOne Corporation,"nocover.gif"" width=""100""/></a",May 2004,US $ 13.95,Color;  Trade Paperback,None entered.
181,93,The Four Constables (2004),3,,18,HK Comics,"nocover.gif"" width=""100""/></a",February 2004,US $ 13.95,Color;  Trade Paperback,None entered.
182,94,Soul of a Samurai (2003),4,Book 4: The Master of Two Worlds,6,Image Comics,1/186/182_20070512155830_large.jpg,May 2004,US $ 5.95,Color;  Bookshelf; 48 pages,None entered.
183,94,Soul of a Samurai (2003),3,Book 3: The Road of Trials,6,Image Comics,1/186/183_20070512155540_large.jpg,December 2003,US $ 5.95,Color;  Bookshelf; 48 pages,None entered.
184,94,Soul of a Samurai (2003),2,Book 2: Testing of the Self,6,Image Comics,1/300/184_20081109014432_large.jpg,June 2003,US $ 5.95,Color;  Bookshelf; 48 pages,None entered.
185,94,Soul of a Samurai (2003),1,Book 1: A Path to Realization,6,Image Comics,1/60/185_20060415152838_large.jpg,May 2003,US $ 5.95,Color;  Bookshelf; 48 pages,None entered.
186,96,The Dark Knight Strikes Again (2001),1,,1,DC Comics,1/357/186_20090914032846_large.jpg,December 2001,US $ 7.95,Color;  Prestige Format; 84 pages,None entered.
187,95,The Punisher: Countdown (2004),1,Countdown,4,Marvel,1/1/187_20050911232122_large.jpg,September 2004,Free,Color;  Minicomic,None entered.
188,96,The Dark Knight Strikes Again (2001),2,,1,DC Comics,1/357/188_20090914033504_large.jpg,January 2002,US $ 7.95,Color;  Prestige Format; 84 pages,None entered.
189,96,The Dark Knight Strikes Again (2001),3,,1,DC Comics,1/2/189_20050920193936_large.jpg,July 2002,US $ 7.95,Color;  Prestige Format; 84 pages,None entered.
191,98,Dreadstar (1982),1,The Quest,4,Marvel,1/63/191_20060421163946_large.jpg,November 1982,US $ 1.50,Color;  Standard Comic Issue; 32 pages,None entered.
192,99,JLA/Avengers (2003),1,A Journey Into Mystery,4,Marvel,1/511/192_20120806230855_large.jpg,September 2003,US $ 5.95,Color;  Prestige Format; 48 pages,None entered.
193,100,Avengers/JLA (2003),2,A Contest of Champions,1,DC Comics,1/511/193_20120806223417_large.jpg,October 2003,US $ 5.95,Color;  Prestige Format,None entered.
194,99,JLA/Avengers (2003),3,Strange Adventures,4,Marvel,1/511/194_20120806231146_large.jpg,November 2003,US $ 5.95,Color;  Prestige Format; 48 pages,None entered.
195,100,Avengers/JLA (2003),4,The Brave...and the Bold,1,DC Comics,1/4/195_20050924172706_large.jpg,December 2003,US $ 5.95,Color;  Prestige Format,None entered.
196,101,Wonder Woman and the Star Riders (1993),1,,1,DC Comics,1/1/196_20050911234811_large.jpg,1993,Free,Color;  Standard Comic Issue,None entered.
197,104,World of Darkness: Vampire the Masquerade (2001),1,World of Darkness: Vampire the Masquerade's Calebros - Nights Remembered,19,Moonstone,1/131/197_20061009145532_large.jpg,January 2002,US $ 5.95,Black & White;  Prestige Format; 48 pages,None entered.
198,104,World of Darkness: Vampire the Masquerade (2001),2,Vampire the Masquerade: Beckett - Nights Remembered,19,Moonstone,1/26/198_20051213094233_large.jpg,January 2002,US $ 6.95,Color;  Prestige Format; 48 pages,None entered.
199,104,World of Darkness: Vampire the Masquerade (2001),3,Vampire the Masquerade: Theo Bell - A Night in the Unlife of Theo Bell,19,Moonstone,1/26/199_20051213094352_large.jpg,January 2001,US $ 5.95,Color;  Prestige Format; 48 pages,None entered.
200,105,Green Lantern: Rebirth (2004),6,Brightest Day,1,DC Comics,1/37/200_20060105004943_large.jpg,May 2005,US $ 2.95,Color;  Standard Comic Issue,"Final issue of the 6-issue arc.  Prelude to the 2005 Green Lantern solo title reboot. Hal Jordan sends his Spectre out, returning, at last, to the role of Earth's principle Green Lantern.  Along the way, we discover why such a backwater sector of the galaxy as ours deserves so many Green Lanterns, when the rest of Creation has to go without."
201,106,The Phantom Stranger (1987),1,The Heart of a Stranger,1,DC Comics,1/605/201_20140110164816_large.jpg,October 1987,US $ 0.75,Color;  Standard Comic Issue; 32 pages,None entered.
202,109,Cosmic Boy (1986),1,Those Who Will Not Learn The Lessons Of History...,1,DC Comics,1/132/202_20061015130803_large.jpg,December 1986,US $ 0.75,Color;  Standard Comic Issue; 32 pages,None entered.
203,109,Cosmic Boy (1986),2,Is History Destiny?,1,DC Comics,1/132/203_20061015130856_large.jpg,January 1987,US $ 0.75,Color;  Standard Comic Issue; 32 pages,None entered.
204,109,Cosmic Boy (1986),3,"Past, Present...And Future",1,DC Comics,1/132/204_20061015130916_large.jpg,February 1987,US $ 0.75,Color;  Standard Comic Issue; 32 pages,None entered.
205,109,Cosmic Boy (1986),4,Time Without End,1,DC Comics,1/132/205_20061015130947_large.jpg,March 1987,US $ 0.75,Color;  Standard Comic Issue; 32 pages,None entered.
206,54,Adventure Comics (1938),247,,1,DC Comics,1/1/206_20050912011005_large.jpg,April 1958,US $ 0.10,Color;  Standard Comic Issue; 32 pages,"The first appearance of The Legion of Super-Heroes. Cosmic Boy, Lightning Lad and Saturn Girl travel to Superboy's present.  He travels forward with them to the 30th century, hangs out at the Legionnaire's club house, takes in some futuristic sites, and then comes home."
207,110,Showcase (1956),4,Presenting THE FLASH!,1,DC Comics,1/1/207_20050912012430_large.jpg,Sep/Oct 1956,US $ 0.10,Color;  Standard Comic Issue; 32 pages,None entered.
208,65,JSA: Classified (2005),1,"Power Trip, Part I",1,DC Comics,1/1/208_20051114214347_large.jpg,September 2005,US $ 2.50,Color;  Standard Comic Issue; 32 pages,None entered.
209,65,JSA: Classified (2005),2,"Power Trip, Part II",1,DC Comics,1/1/209_20050912014704_large.jpg,October 2005,US $ 2.50,Color;  Standard Comic Issue; 32 pages,Power Girl continues her quest to understand her origins -- only to encounter the Earth Prime version of the Legion of Super-Heroes.
210,111,Amazing Fantasy (1962),15,Spider-Man!,4,Marvel,1/1/210_20050912020450_large.jpg,Aug/Sep 1962,US $ 0.12,Color;  Standard Comic Issue; 32 pages,None entered.
214,34,Action Comics (1938),4,Superman Plays Football,1,DC Comics,1/1/214_20050912021834_large.jpg,September 1938,US $ 0.10,Color;  Standard Comic Issue; 64 pages,Superman poses as a High School football player to thwart the plans of gambling mob crooks.
